,file_name,text,Total number of sentences,Number of sentences of initial prompt,Number of sentences completely authored by the user,Number of sentences completely authored by GPT-3,Number of sentences authored by GPT-3 and user,Total number of GPT-3 calls made,Number of times GPT-3 suggestion is used,Number of times user rejected GPT-3 suggestion,Number of times GPT-3 suggestion is modified,Number of times GPT-3 suggestion is used as is,GPT-3 : Total Sentences,User : Total Sentences,Amount of GTP-3 Usage,Type Token Ratio
1091,ed0280fb0f114ead8a22516a8309f982.jsonl,"Humans once wielded formidable magical power. But with over 7 billion of us on the planet now, Mana has spread far too thinly to have any effect. When hostile aliens reduce humanity to a mere fraction, the survivors discover an old power has begun to reawaken once again. They begin to see it show up in different ways. Each person's unique talents help them to tap into specific powers. It takes a while to master them, but one group spends all of their free time doing just that. After all, someone has to stop the aliens before there are no humans left!
This is the story of the first group of humans to master their new powers.
 As a group they are able to do things like levitate objects, move things with their mind, start fire and even freeze objects. One day they witness an entire nearby city destroyed and decide there is no time to waste. It is time to confront the aliens with their new powers. 

The aliens are giant creatures. There are not many of them, but the ones that exist are the size of mountains. Because of that they can easily destroy anything in their path. The group takes on their first alien. Due to its size and their inexperience in battle it takes all day for them to finally defeat it. They are ecstatic though in their victory and have learned some tricks to defeating them. 

They then move around, taking them out as they travel. It is exhausting and slowly their numbers continue to shrink. The one upside to that though is that the Mana increases for those who are alive. They are able to use their powers more effectively and with greater ease. This cycle continues, where each fallen soldier's Mana keeps making the survivors stronger. 

After months of this, there is just one survivor left. He is unstoppable at this point. He takes out the remainder of the aliens and in the end is left alone with his victory. He is the last of his kind, but he is able to use his powers to create a new race of humans. As more are born, he loses his power. The cycle continues where humans lose their powers and in the end it all happens again, with aliens attacking once our Mana is stretched too thin.",28,3,22,0,3,6,3,3,1,2,0.0,0.7857142857142857,0.10714285714285714,0.5088607594936709
1092,3657ba7cb1a14cc6835c24d68176c42b.jsonl,"How Worried Should We Be About Screen Time During the Pandemic?

The coronavirus pandemic ended the screen time debate: Screens won. We all now find ourselves on our screens for school, for work and for connecting with family and friends during this time of social distancing and increased isolation.

But should we be worried about this excessive screen use right now? Or should we finally get over it and embrace the benefits of our digital devices?

---

In my opinion, there should be a balance of emotional, social and physical interaction online as well as offline. I don't think it's necessary to go full Luddite on the Internet, saying we should do away with Facebook and mobile devices. Some parents are considering this for their families, but it could lead to isolation, loneliness and even depression for kids, who are using social media to stay connected with their friends. Frankly, that's totally counterproductive. At the same time, we can't squander our digital lives on mindless games and social media, which the research shows is the main reason too many of us spend too much time on the Internet. And there are plenty of people who would be better off unplugging completely. For example, some people get sucked into their digital lives to such a degree that they lose out on things we may now take for granted--a night out with friends, time for relaxation and unwinding, reading a good book, heck, even going on vacation.

While our screens are addicting, there's nothing inherently wrong with using them in the right way. And, indeed, for some people, the Internet can be a real lifeline. For example, a recent scientific study shows that a slight increase in Facebook use can actually be a good thing for people with disabilities--if it's used in a healthy manner. This is because this social network lets people with disabilities communicate with others who are similar, at a time when they might otherwise feel alone in their social world. I have a friend named Soeurette, who was born with cerebral palsy. Soeurette uses Facebook to communicate with other people in her situation--something she wouldn't be able to do if social media doesn't exist. Soeurette always says  ""Thank God for Facebook,"" because, without it, she would feel a little more alone in a world of able-bodied people. So I'm always mindful of her viewpoint and that it's perfectly OK to balance screen time with face-to-face, real-world interactions. 
My niece, Everly, is a great example of how that balance can work.
 Everly is a typical nine-year-old girl, with an Internet-savvy iPhone and an iPad 2. She usually spends a little time on each of these gadgets each day. Her favorite apps are games, which are understandably popular with kids her age. But a recent study shows that Everly's screen time is still well within recommended limits. She hasn't forgotten how to play with dolls, act out stories or read books. In other words, she balances her time between the ""real"" world and the digital one--and that's a good thing. 
So what's the best way to achieve a healthy balance?
 With my kids, we've found that we need to start with a chat about how we can be better digital citizens. I always tell my daughter Harper that being a good citizen of the Internet means that she should use her technology responsibly. It also means that she shouldn't spend too much time on her devices--not because technology or the Internet are bad, but because life is about more than just Facebook. Harper and her brother, Bryson, get it; they know that many things in life--and especially life online--are about balance. That's why our family doesn't have hard limits on Internet usage, but still encourages smart use of technology--such as putting away devices for dinner. And on weekends, we always allow some unplugged time for family fun, be it on the golf course or playing sports. Oftentimes, we'll grill together for supper, just the four of us. Everly loves grilling with her dad, because it's a shared family-time experience. And Bryson just enjoys eating the boneless buffalo wings I make for him, which are as big as his head. So there's the balance I was talking about earlier--social time with family, physical recreation, even a little bit of time spent cooking.

In conclusion, I don't think we need to be too concerned about screen time, as long as we're using it in moderation. ",39,6,4,0,29,41,34,7,2,32,0.0,0.10256410256410256,0.7435897435897436,0.45050761421319796
1093,87958a503957482fa3a5b13de3fbb296.jsonl,"Is It Selfish to Pursue Risky Sports Like Extreme Mountain Climbing?

Some sports, like extreme mountain climbing, are dangerous. Since there are varying degrees of risk in most, if not all, sports (such as the possibility of concussions, broken bones and even death), how does one decide where the line might be drawn between what is reasonable and what is not? Are some sports simply too dangerous to be called a sport?

---

In my opinion, this is a personal preference and should be left up to each individual. ome people are willing to risk serious injury and even death for the sake of a thrill adventure., and others are not. Since these activities involve so much physical exertion, strength, and skill, they absolutely should be considered sports. I would go so far as to say they are much more of a sport than something such as golf or curling. 
For the people who do enjoy extreme sports, there are some precautions that should be taken to ensure they remain safe.
 As with any activity in life that involves a modicum of risk, people have to be careful and follow recommended guidelines and safety protocols that have been developed to mitigate injury. Most people that participate in extreme sports, have been doing so for a great portion of their lives. They have followed others who perform these sports and are up to date on what safety measures are in place to protect themselves.  urthermore, those who wish to engage in these sports need to consider the risks they are willing to take and determine whether those risks outweigh the satisfaction
 they get from participating in these activities. As I stated, it seems to be a matter of preference. 

I believe that one of the ultimate goals of any sport should be to remain safe and injury-free, and not only while you are participating in the sport, but also if you are teaching it to others. This is why proper safety gear is required when participating in a sport, such as helmets, knee and elbow pads, wrist guards, and other support gear. If someone chooses to ignore regulations for safety, that comes back on them as an individual and shouldn't be a black mark against the sport as a whole. Many people participate in extreme sports because it's exhilarating, fun and a great way to challenge yourself. 

If we were to state that extreme sports shouldn't be called a sport because they are too dangerous we are setting ourselves up to make a similar statement against firefighting or police work as a profession. I know that may seem a poor comparison, but these things would have to be considered. Once we place limitations of people's free time and what they can or can't do, other things will start to follow suite. To that end, can motorcycles be considered safe transportation. Or could we question the safety of going faster than the speed limit. These things could eventually lead to a type of slippery slope where one's right to decide if an activity is safe enough for them is not only violated, but our individual freedoms on other everyday activities could come into question, as well.",24,5,11,0,8,10,10,0,2,8,0.0,0.4583333333333333,0.3333333333333333,0.4925925925925926
1094,825d93ee72ec4f8390286a45eca1a2a6.jsonl,"How Worried Should We Be About Screen Time During the Pandemic?

The coronavirus pandemic ended the screen time debate: Screens won. We all now find ourselves on our screens for school, for work and for connecting with family and friends during this time of social distancing and increased isolation.

But should we be worried about this excessive screen use right now? Or should we finally get over it and embrace the benefits of our digital devices?

---

In my opinion, the reasoning that existed before the pandemic should still apply. Namely that screen time should be monitored, and that limiting your screen time is best for both mental and physical health. 
The science shows that too much screen time contributes to obesity, diabetes and hypertension.
 It can cause eye strain, disrupt your mental state, and alter your sleep patterns. That last one is very important, as uninterrupted sleep is an absolute requirement for fighting viruses and to speed up our healing responses. If there is one good thing that has come out of the pandemic it is increased awareness of health, and a new focus on maintaining and improving health. Limiting screen time is an important part of this. 

This is not to say that we should give up on screen altogether. They are an important tool for work efficiency, social connection, and overall entertainment. The main point is a balance must be found.
Do you think you're spending too much time on your screen?
 Then you probably are. Like anything else, technology can become excessive and unhealthy if not properly moderated. Exploring other alternatives in cases where screen related activities have taken over can help you learn where screens are essential to you, and where you could give them up (or use them less) for alternatives. 

In short, studies have shown that screen time can affect you physical and mental health, so treat screen time like you would anything else that can affect you health. Monitor and examine how it effects you. List the benefits and negatives , and you will be able to discover what you can do to integrate screen use into your life while minimizing any health effects. And keep up to date with new studies and new technologies; you may learn things which cause you to re-evaluate your current usage. And above all else; don't rely on screentime activities to provide you with everything (work, entertainment, social interaction). Variety is always the healthiest choice.",25,6,14,0,5,11,5,6,0,5,0.0,0.56,0.2,0.551219512195122
1095,f6dc009e6d5c4c03a667ca201438077a.jsonl,"Following World War III, all the nations of the world agreed to 50 years of strict isolation from one another in order to prevent additional conflicts. 50 years later, the United States comes out of exile, only to learn that no one else went into isolation.

""Was it all some sort of joke?!"" asked the Vice President.

THe President shook his head sadly. ""No, it was no joke."" He had just gotten off of the phone with the leader of the United Earth - it seemed that most of the nations of the world had joined the group - and learned the whole story. ""It was a desperate defense strategy.""
""Defense strategy?"" asked the Vice President.
 ""Against what?""

""Us. Or rather the US as it was back then. You're only 45 right? So you've only learned the cleaned up version  of our history and that war."" 
""Yes, but what does that have to do with anything?""


""Everything. The President back then was ruthless, self absorbed, and determined to put the US in control of the whole world. And our military was strong enough to do it. If it hadn't been for the other nations of the world uniting against us, we would have won. And even then, they were afraid of us recovering faster and trying again. So they came up with a plan to trick us into voluntarily isolating. There is a lot more, but that is the short version.""

""So what do we do now?"" asked the VP. 
""I don't know.,"" said the President. ""I just don't know.""

Fortunately the population of the US did know. They were not happy about being tricked into isolation, and they were not happy about the fact that the rest of the world had been working together for 50. But they had become very practical over the period of self isolation and they weren't going to give up, or do anything rash now. They were going to work together to get their country back on its feet and then they were going to start working on the rest of the world.

And so they did. With an emigration from the US to rival the immigration to the US of the old days. US citizens moved to every country that would have them. They brought their work ethic, their culture, and their determination. And slowly the regained the trust of the world. And eventually the US was invited to join the United Earth. 
The US accepted the invitation, and became a full member of the United Earth.
 And less than 50 years later, the first US territory citizen was elected President of the Earth.
And the rest, as they say, is history.
",40,2,26,1,11,16,12,4,2,10,0.025,0.65,0.3,0.45473684210526316
1096,23b5950573434bfeb67e045c39c17d50.jsonl,"Is It Selfish to Pursue Risky Sports Like Extreme Mountain Climbing?

Some sports, like extreme mountain climbing, are dangerous. Since there are varying degrees of risk in most, if not all, sports (such as the possibility of concussions, broken bones and even death), how does one decide where the line might be drawn between what is reasonable and what is not? Are some sports simply too dangerous to be called a sport?

---

In my opinion, the amount of danger involved in a sport should have no bearing on whether that activity constitutes a sport or not. A sport is defined to be a physical activity that is governed by a set of rules or customs and often engaged in competitively. Nowhere in the definition of a sport does it say that the activity must be safe. I'm pretty sure if I were to look up this definition in the dictionary the dictionary would be silent on safety. And in fact, think about some of the most popular sports in America. Football, hockey, boxing and mixed martial arts are all extremely dangerous sports. I recently read that football players are three times more likely to die from a brain injury than the average person. And don't even get me started on the dangers involved in boxing and mixed martial arts. Did you know that in the past decade, there have been over 1,000 deaths in boxing? And further, that there have been over 1,000 deaths in mixed martial arts since the sport's inception in 1993? If we have those kinds of statistics for sports that are considered to be ""safe,"" what does that say about the dangers involved in other sports?

I just don't think that there is any way to make a sport that is inherently competitive and inherently involves a test of physical and mental strength totally safe from all risks. After all, think about some of the sports that you'd likely to be consider more mundane and safe. Let's take golf, for example. Did you know that there are over 100 deaths per year from golf-related accidents? Yes, that's right. Those deaths are the result of golfers falling off of golf carts, being hit by golf balls and even dying from heart attacks. Some golfers also get arthritis because of the repetitive swinging of the golf club. And then let's consider cross country. I've heard of runners getting heat stroke and even dying from it. And as a former runner, I can tell you that running is not a safe sport. Many of my teammates suffered from shin splints, stress fractures and even plantar fasciitis. And plenty of my teammates also had to deal with knee and ankle injuries. On top of that, cross country is a sport where you can get hit by a car. Many of my teammates also had psychological issues involved with the sport too, because of the pressure to perform well and to break school records. As a result, many of the athletes developed eating disorders and even had to seek psychological counseling.

So is extreme mountain climbing really that much more dangerous than the sports that we all know and love to be safe sports? I don't really think so. While it's true that extreme mountain climbing is dangerous, it's also true that there are plenty of other sports that are just as dangerous. On the surface, it might seem that extreme mountain climbing is more dangerous than other sports, but when you really look at the statistics, it's not that much different. And extreme mountain climbing deaths and injuries might be more publicized because of the nature of the sport, but that doesn't mean that it's any more dangerous than other sports. When was the last time you heard about a golfer dying from a heart attack or a runner dying from heat stroke? It's likely that those stories haven't made the headlines but that doesn't necessarily indicate that those sports are any safer than extreme mountain climbing.

So in conclusion, I think that it's silly to say that extreme mountain climbing is a dangerous sport. All sports are dangerous so it's sort of just a redundancy to have to expressly state that. And I think that it's also silly to say that extreme mountain climbing is not a sport. Does it involve physical activity? Does it involve a set of rules? Does it involve competition? I can check all of those boxes. So it certainly meets the criteria for a sport. I think we can all set aside the level of safety for the sake of argument here, because it's not really that relevant to the question of whether or not extreme mountain climbing is a sport.

In conclusion, I'm someone who enjoys a good debate. So I'm willing to listen to your arguments and to consider your point of view. But that doesn't mean that I'm going to change my mind. I'm very certain that extreme mountain climbing is a sport and I'm also very certain that it's not any more dangerous than other sports. But I welcome you to share your thoughts on the matter.",51,5,10,0,36,40,37,3,0,37,0.0,0.19607843137254902,0.7058823529411765,0.3712035995500562
1097,8f5facc84faa440aaab8b05968fbdf4a.jsonl,"Once upon a time there was an old mother pig who had one hundred little pigs and not enough food to feed them. So when they were old enough, she sent them out into the world to seek their fortunes. You know the story about the first three little pigs. This is a story about the 92nd little pig.

The 92nd little pig built a house out of depleted uranium. And the wolf was like, ""dude."" He wondered how he was going to blow down a house made of uranium. He huffed and he puffed and blew real hard. But it didn't work. The house still stood. he wolf was so angry.
 He decided he must instead blow up the house in order to get to the little pig. So he called up china, who sent him a ton of dynamite. He planned on using it to blow up the little pig's uranium house. So he picked an evening when he thought the pig would be home and he put the dynamite around the house. He lit the fuse and then ran.  
WThe 92nd little pig saw the wolf running away from his house. He knew right away what had happened. But little did the wolf know that this special house was impossible to destroy. So it still stood and the little pig was safe. 
The next morning the wolf came back to the little pig's house.
 He decided the pig was a worthy opponent for building such an indestructible house. ""I won't kill you,"" he told the pig. ""I'll bother a different pig instead."" And from then on the 92nd little pig lived in peace not to be bothered by the wolf again.  ",25,6,11,0,8,12,9,3,3,6,0.0,0.44,0.32,0.49491525423728816
1098,7b7b1b40027c4974ade1850596e6726f.jsonl,"Your entire life, you've been told you're deathly allergic to bees. You've always had people protecting you from them, be it your mother or a hired hand. Today, one slips through and lands on your shoulder. You hear a tiny voice say ""Your Majesty, what are your orders?"" 

You look around, and see a tiny bee, about the size of a thumb, with a tiny crown on its head. You look around, and see that the other bees are all similarly tiny, and all have crowns. You ask the bee what the purpose of their crowns are and the bee tells you that the crowd represents that they are royal bees and can make royal honey. 

You ask the bees what the difference between regular honey and royal is. The bee tells you that royal honey can be produced quicker and also adds strength to any animal or human that eats it. 

You ask the bee if it would be possible to make a batch of royal honey and the bee tells you that it would be possible, but that it would cost you big time. You ask how much it would cost and the bee tells you that it would cost a year of your life. You tell the bee that is way too big of a price to pay and go your separate way.

Later that month you see a man walking down the street and he has giant muscles. You stop him and ask him if he had any encounters with a bee wearing a crown. The man tells you that he did and the bee gave him royal honey for free.

You are furious and go find the bee and ask him why that man was able to get royal honey for free. The bee explains that because you are royalty you have to pay a greater price. Your royal ancestors killed bees ages ago and haven't paid for their sins yet. 

You tell the bee that that is unfair as you have nothing to do with that. You offer the bee a compromise and the bee tells you that he will meet with the other royal bees and come up with an offering.

The royal bee meets with you again and gives you the terms of the deal. The royal bee says that he will give you 1 pound of royal honey and in return you will give him and his bees an entire acre of land that they can inhabit.

You think it over and agree with the bee. The deal is complete. The bees have their land that they have total control over. You have the royal honey that will give you super strength. 

You get home and twist the jar top off and look at the honey. Unlike regular honey, this honey is red. You go take a spoon out of a drawer and take a big bite of the honey. Unfortunately, the royal honey tastes so bad that you can't even swallow it. You spit it out and realize that ultimately you got nothing out of this deal. You were tricked by a little bee wearing a little crown on his head.  ",32,4,24,0,4,7,5,2,1,4,0.0,0.75,0.125,0.3828996282527881
1099,d53c0269a7944ab58d7e332de951b22d.jsonl,"Should Schools Provide Free Pads and Tampons?

Have you ever experienced period shaming, or “period poverty”? Should schools step in to help? Should schools be required to provide free pads and tampons to students? How are pads and tampons similar to toilet paper, soap, Band-Aids and other products that are already provided in schools? How are they different?

---

In my opinion, it is the schools responsibility to provide tampons and pads to female students that are in need and/or families that can't afford them. Taxes are being paid and if a school can provide toilet paper, they can provide tampons and pads. 

I obviously don't know the costs of these items when you're buying large amounts of them. Tampons, pads, toilet paper, paper towels, etc. I do know that schools make a ridiculous amount of money from our taxes. I do know that schools should be a safe space for children.

I know that it can be extremely embarrassing for children to talk about personal hygiene. I can only imagine what a female student would be feeling in vulnerable times. I am a man so luckily I have never had to deal with any issues like that pertaining to personal hygiene.

I understand that toilet paper and paper towels might be a bit different, but that is only because they're unisex. What is the difference between cleaning our butts and our private areas for example? 

I have no experience with anything period related because again, I am a man. However, I don't think it's hard to figure out that it can be very embarrassing for females, especially younger females who are experiencing these things for the first time. 

I would hope that most schools would at least have meetings about this topic. I'm not exactly sure if this is a women's rights issue but I do believe women should be making the decision pertaining this topic. After all, this is an issue that really only involves women so us men shouldn't really have an opinion on it. We don't know what women go through as we physically can't experience it. 

I hope at the very least this topic becomes more of a hot bed issue in schools. We want to make students as comfortable as humanly possible. And the best way that can be done is to simply listen to the students and act in their best interest.

",26,7,19,0,0,1,0,1,0,0,0.0,0.7307692307692307,0.0,0.49029126213592233
1100,13b2ae3d425e4b76b887182418ba4f58.jsonl,"Are We Being Bad Citizens If We Don't Keep Up With the News?

In your opinion, are we being bad citizens if we don't keep up with the news? Do you think all people have some responsibility to know what is going on in the world? Does engaging with current events actually do anything at all? Why do you think the way you do?

---

I believe it is ideal that citizens should be informed with current news to some extent. It gives more awareness on what's going on and enables us to make better judgements and more educated decisions regarding issues, events and other things that may impact us in a significant manner. In addition, having many citizens keep up with the news allows important issues to be noticed by the collective population, and allow many to join together as a group to voice our concerns and/or opinions regarding those issues, as is the case with most protests. However, I do not believe it is reasonable nor practical for many citizens to be informed about all events that are currently happening in the world. There is simply too much information out there, about every issue and event that may come into existence. In addition, the prevalence of misinformation and false news makes it quite difficult for people to engage with and learn more about certain topics. In that sense, it is not wrong for a person to be selective on what kind of news they follow or chose to engage with, as long as they can be flexible in their thinking, and be open for discussion when others wish to inform them of key events occurring in the world. 

As for our responsibility to engage with current events, I'd think it is paramount, at least to some extent. Without the majority of people engaging with current events, which includes spreading awareness of them, I believe many current issues and problems that exist in the world would go unnoticed, and effectively uncontested. It is absolutely crucial to engage and talk about topics and events occurring in the world so we, as a group, may come to a consensus and create an optimal solution towards the problems that affect the people of the world. Given the prevalence and widespread use of social media and modern forms of communication, I believe many people can spread the means to get people engaged with current events. I have seen this first hand, through major events that were first reported via social media, such as natural disasters or political events with people asking others for assistance in a multitude of ways. n terms of whether engaging with current events results in anything, I'll say that  has and will still be able to do so for future occurrences. Even if some that learn about the news chose to do nothing about it, there will always be others that take the initiative to do something about the issue. There will be citizens that take the extra step through protests, donations, volunteering, and much more when they engage with current news, beyond just learning about it. While citizens that don't keep up with current events aren't necessarily bad citizens, it is those that take further steps to change the world for the better along with keeping up with current events that makes them good citizens in my opinion.",21,6,9,0,6,8,6,2,1,5,0.0,0.42857142857142855,0.2857142857142857,0.4444444444444444
1101,05b655163b1e4e38b76c2785a0aea5bb.jsonl,"A woman has been dating guy after guy, but it never seems to work out. She's unaware that she's actually been dating the same guy over and over; a shapeshifter who's fallen for her, and is certain he's going to get it right this time. He has really gotten to know the woman and he can get it right with her if he just does the right thing by her and can stop being selfish.
The woman is a wonderful and giving person. All she wants is someone who treats her like a true friend. She wants to be with someone who puts her first and cares about her feelings. She's been hurt by men who only want to use her and don't care about her.
The shapeshifter is a good guy who just wants to be with the woman. He became a shapeshifter as a child so he is used to having these powers. He's been using them to get the woman to fall for him. He has never really learned how to care for a partner because he grew up in a world of magic and his parents are distant. 
The shapeshifter wants to start a family with the woman so he knows he has one more time to get things right so she will marry him. The shapeshifter finally starts thinking about the woman as the mother of his future child and this changes the way he cares for her. It finally makes him a good boyfriend. The woman falls in love with him and they agree to marry.
Years later the woman and the shapeshifter have a child. The shapeshifter has gained the woman's love and trust in every way.  That is, until the child starts to show it has magic abilities. Now the shapeshifter must tell the woman the truth about himself as it is only a matter of time before she finds out on her own. Luckily the woman is already deeply in love with the shapeshifter and her child so she forgives him and vows to be the best mother and wife she can be.",20,2,15,0,3,12,3,9,0,3,0.0,0.75,0.15,0.425
1102,9dc3070beb854b7db6c55d083cd41611.jsonl,"Humans once wielded formidable magical power. But with over 7 billion of us on the planet now, Mana has spread far too thinly to have any effect. When hostile aliens reduce humanity to a mere fraction, the survivors discover an old power has begun to reawaken once again.  The aliens were surgical in their precision of war. They destroyed population centers, NOT just the people in them. Of course this broke down phone communication and all infrastructure, making manufacture, transportation and most all of modern life disappeared.

people that remained were tenacious.  They also noticed something else that happened. They realized that they didn't really NEED the cellphones or computer uplinks.  They could think of someone and the person thought of would KNOW it, they'd also hear the message. What people had forgotten was that they used to be more powerful, less addicted, and more independent. 
The people who survived the alien invasion were the ones who had been more in tune with nature, and the Earth.
 They weren't in big cities for a reason, they were on farms, used to animals, growers, ones who kindled things, and ones who Knew something.  This served them well. It also made them able to be still, to listen. This is an art that had been lost in many in cities. Hearing was key here.  After a time, even without Phones, Tv and modern internet, we were able to communicate anyway. 
The aliens had not been expecting this.
 This was shocking to them. They thought taking our tech would weaken us into submission, forcing us to come to cities to get news or reconnect. Being able to do this without confronting the aliens was the human remnant ace in the hole. They began to organize, amassing materials, and knowledge. We remainders found a way. We figured out that the aliens depended upon SOME things grown. They preferred soybeans actually, grinding up the whole plant and slurping the whole green things down.  When humans got rid of all soybean seeds, burning them, this confounded our masters, the aliens.  They attempted to eat corn, beets, wheat, etc.  This didn't work out well.

The aliens got violently ill when noshing on anything but soybeans. We wise Mana strong persons, got them out by starving them out.  When they tried to, one at a time, invade a farm, the farmers set fire to the fields, further confounding them. They had no choice, we finally had our land back, then we went to the cities, reorganizing them, once we saw the last ship zip high into the sky. At last they were gone. We could finally do what we wanted, have fun and reorganize our phones and internet, bigger and better than before.",35,3,30,1,1,2,2,0,0,2,0.02857142857142857,0.8571428571428571,0.05714285714285714,0.5773420479302832
1103,b185f407365540f2bc3e32d45bb3d154.jsonl,"Once upon a time there was an old mother pig who had one hundred little pigs and not enough food to feed them. So when they were old enough, she sent them out into the world to seek their fortunes. You know the story about the first three little pigs. This is a story about the 92nd little pig.

The 92nd little pig built a house out of depleted uranium. And the wolf was like, ""dude."" He paused. ""That's way south of cool, don't you think?""  he 92nd little pig said, ""I'm not trying to be cool, I'm trying to be safe.""
 The wolf nodded evenly. ""I dig it dude, but have you ever thought about mellowing out a little?""  he 92nd little pig said, ""I'm not trying to mellow out, I'm trying to survive.""
 The wolf shrugged. ""Sure, you're surviving, but have you ever really tried LIVING?"" He looked at the house with disgust. ""That's not living.""

The pig thought about this for a moment. He thought about the pigs who had gone before him, and how they had all built their houses out of straw, sticks, and bricks. About the futility of it all, and how they had spent their lives, building and building, and how it had all come to nothing. Sure, they'd prevented themselves from becoming a wolf's dinner, but in the process they had lost everything that made them who they were. They'd lived empty lives, bitter, and alone, and afraid. The pig decided that he'd rather be a wolf's dinner than live a life like that.

So he turned to the wolf and asked ""What do you suggest?"" The wolf said ""Let's start slow, dude, let's go out and get some pizza."" ""What's pizza?"" asked the pig. ""It's this thing that humans eat, it's really good."" He looked at the pig again. ""Man oh man, you've got a lot to learn.""

So, the wolf and the pig thumbed a ride into town from some dirty hippies in a rusty van, and got some pizza. They ordered an extra large pie, with everything on it, and wolfed it down and/or pigged it up.  ""Wow, that was really good."" said the pig. ""I especially liked the ham, and what was that other stuff?"" ""Pepperoni."" said the wolf. ""What's that made of?"" asked the pig. ""Oh, don't worry about it."" said the wolf.

Then the wolf and the pig went to a bar and got a couple of beers,  which totally wowed the pig, and the wolf said ""You know, I've been thinking about your house."" ""What about it?"" asked the pig. ""It's no place to live, but it'd be a shame to let it completely go to waste."" ""What do you want to do with it?"" asked the pig.

""Well, pizza, and beer, cost money, and those hippies who gave us a ride look like spoiled rich kids slumming it, bet they've got some.""  ""You want to rob them?"" asked the pig? ""Sort of."" said the wolf. ""I want to rent your place to them.""

So, they went to the hippies' van, and the wolf told them about the great place he had for rent, and the hippies were like ""Dude, sweet."" And the pig and the wolf soaked them for rent for years, and while the wolf drifted off to other careers, the pig became a huge real estate and construction magnate. And that, is the story of how Donald Trump got his start in business.",55,6,34,1,14,22,16,6,2,14,0.01818181818181818,0.6181818181818182,0.2727272727272727,0.3723404255319149
1104,d85105525355435da52d20ce7a4b7620.jsonl,"How Do You Think Technology Affects Dating?

Have you had any experience with dating? Have you ever used dating apps? If so, what has it been like for you? If not, why not?

How do you think technology — like apps, Netflix, social media and texting — affects dating and relationships? In your opinion, does it improve or worsen romantic interactions? How so?

---

In my opinion, technology has made dating much more easier.  It is far easier to find people that share your interests and that would be willing to date you.   have used dating apps and it has been a great experience.
  Before dating apps, I found it pretty hard to meet people that I connected with.  After college, I moved to a town where I didn't know anyone.  I didn't have friends who could introduce me to new people.  I didn't have a job that introduced me to a lot of new people in my age group.   

Dating apps allowed me to find people who were ready to date and were also interested in me.  I have never been the type of person to randomly walk up to a stranger in public to try to kindle a romantic relationship.  I worried about whether they were interested in me.  I worried about whether they were even single and looking to date.  With online dating apps, I never had to worry about that.  I could see that they were interested in me and that they were single.  It was a great way to meet people.

I think technology, overall, helps us to be more connected than in the past.  For me, I like having a way to communicate with my significant other even if we are far away.  I think this is a definite improvement on my romantic interactions.  It has helped my relationships to be stronger.  It has also helped me to be more open with my significant other.  

Technology has lead to a great improvement in my romantic relationships.  I couldn't go back to a world without the technology that we have today.",29,9,15,0,5,5,5,0,3,2,0.0,0.5172413793103449,0.1724137931034483,0.44285714285714284
1105,0435d4e4088e4592a339c301328c157c.jsonl,"Is Listening to a Book Just as Good as Reading It?

Do you listen to audiobooks? What are the benefits, in your opinion, of listening instead of reading? Are there advantages to reading that cannot be gained by listening? Which method do you prefer? Why?

---

In my opinion, there are advantages of listening to an audiobook. It does allow you to enjoy a book while you are doing other things. It allows you to enjoy a book without getting a headache from reading. You can use the time to sit in the bathtub and just listen. That can be very relaxing. It also allows you more time to hear the story especially when driving. Imagine going on a cross country trip and bringing audiobooks with you. You could easily get through multiple books even while driving. If you had brought regular books then you might have been lucky to get through one in your downtime. 
There are disadvantages to listening to an audiobook.
 You don't get that connection that you otherwise would have had from holding the physical book. Also out of sight out of mind comes into play as well. If you don't see a physical book sitting on your coffee table then it can be easy to forget that you were even reading in the first place. That's part of living a hectic life. 

It's gotten so easy to access audiobooks that they are just as available as physical books now. You can even download them for free via your library's app. No longer do you need to pay for an audiobook. That is a game changer. 

So which is the right choice, an audio book or a regular book? I think that depends on what your situation is and why you are reading. If you are busy and and otherwise wouldn't have time to read then an audiobook is a great choice. If you however have more free time then you can't beat a regular book. The most important thing though is to just keep taking in these stories that are available to us. The way they are delivered isn't as important as just doing it. ",30,7,18,0,5,6,5,1,1,4,0.0,0.6,0.16666666666666666,0.4905149051490515
